pcd7,pcd8,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,oa21cd,oac11cd,oac11nm,wz11cd,wzc11cd,wzc11nm,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,soac11cd,soac11nm,ladcd,ladnm,ladnmw,laccd,lacnm
AB1 0NA,AB1  0NA,AB1 0NA,198001,199606,0,383512,800889,S00090385,5B3,Self-sufficient retirement,S34003124,D1,Non-metropolitan suburban areas,S01006508,,S02001236,,3A,Achieving neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NB,AB1  0NB,AB1 0NB,198001,199606,0,382818,801303,S00091391,1A2,Established farming communities,S34003353,F3,Rural with mining or quarrying,S01006857,,S02001296,,2C,Remoter communities,S12000034,Aberdeenshire,,7A1,Country Living
AB1 0ND,AB1  0ND,AB1 0ND,198001,199606,0,382257,801366,S00091391,1A2,Established farming communities,S34003353,F3,Rural with mining or quarrying,S01006857,,S02001296,,2C,Remoter communities,S12000034,Aberdeenshire,,7A1,Country Living
AB1 0NE,AB1  0NE,AB1 0NE,198001,199606,0,384443,801205,S00090381,6B3,Semi-detached ageing,S34002990,D1,Non-metropolitan suburban areas,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NJ,AB1  0NJ,AB1 0NJ,198001,199606,0,382494,801425,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NL,AB1  0NL,AB1 0NL,198001,199606,0,383174,801616,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NN,AB1  0NN,AB1 0NN,198001,199606,0,383320,801500,S00090916,6A4,Ageing in suburbia,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NP,AB1  0NP,AB1 0NP,198001,199606,0,383704,801567,S00090890,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NQ,AB1  0NQ,AB1 0NQ,198001,199606,0,384430,801370,S00090381,6B3,Semi-detached ageing,S34002990,D1,Non-metropolitan suburban areas,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NR,AB1  0NR,AB1 0NR,198001,199512,1,384430,801370,S00090381,6B3,Semi-detached ageing,S34002990,D1,Non-metropolitan suburban areas,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NS,AB1  0NS,AB1 0NS,198001,199606,0,383788,801883,S00090401,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NT,AB1  0NT,AB1 0NT,198001,199606,0,383365,801922,S00090401,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0NX,AB1  0NX,AB1 0NX,198001,199606,0,382750,801800,S00090401,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PA,AB1  0PA,AB1 0PA,198001,199606,0,382810,802260,S00090401,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PB,AB1  0PB,AB1 0PB,198001,199606,0,382130,803832,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PD,AB1  0PD,AB1 0PD,198001,199606,0,382251,803173,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PE,AB1  0PE,AB1 0PE,198001,199606,0,383118,804032,S00090401,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PG,AB1  0PG,AB1 0PG,198001,199606,0,382740,802040,S00090401,1A2,Established farming communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PJ,AB1  0PJ,AB1 0PJ,198001,199606,0,382439,801985,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PL,AB1  0PL,AB1 0PL,198001,199606,0,382407,801940,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PN,AB1  0PN,AB1 0PN,198001,199606,0,381585,801742,S00090510,6A2,Comfortable suburbia,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PP,AB1  0PP,AB1 0PP,198001,199606,0,380530,802234,S00090509,1A3,Agricultural communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PQ,AB1  0PQ,AB1 0PQ,198001,199606,0,379668,802104,S00090509,1A3,Agricultural communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PR,AB1  0PR,AB1 0PR,198001,199606,0,380103,803423,S00090509,1A3,Agricultural communities,S34003099,F3,Rural with mining or quarrying,S01006512,,S02001236,,2B,Prospering countryside life,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PS,AB1  0PS,AB1 0PS,198511,199606,1,384100,800580,S00090285,5B3,Self-sufficient retirement,S34002978,F3,Rural with mining or quarrying,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PT,AB1  0PT,AB1 0PT,198001,199606,0,384067,800469,S00090889,5B3,Self-sufficient retirement,S34002978,F3,Rural with mining or quarrying,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PU,AB1  0PU,AB1 0PU,198511,199606,0,384092,800407,S00090889,5B3,Self-sufficient retirement,S34002978,F3,Rural with mining or quarrying,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0PX,AB1  0PX,AB1 0PX,198001,199606,0,384057,800523,S00090377,5B1,Delayed retirement,S34002978,F3,Rural with mining or quarrying,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QA,AB1  0QA,AB1 0QA,197308,199006,0,384050,800510,S00090377,5B1,Delayed retirement,S34002978,F3,Rural with mining or quarrying,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QB,AB1  0QB,AB1 0QB,198001,199606,0,384255,800653,S00090380,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QD,AB1  0QD,AB1 0QD,198001,199606,0,384318,800723,S00090380,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QG,AB1  0QG,AB1 0QG,199009,199606,0,384165,800695,S00090380,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QJ,AB1  0QJ,AB1 0QJ,198001,199606,0,384279,800786,S00090380,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QL,AB1  0QL,AB1 0QL,198001,199606,0,384496,800672,S00090299,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QN,AB1  0QN,AB1 0QN,198001,199606,0,384495,800738,S00090299,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QP,AB1  0QP,AB1 0QP,198001,199606,0,384652,800834,S00090300,8C1,Ageing industrious workers,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QQ,AB1  0QQ,AB1 0QQ,198001,199606,0,384738,800895,S00090399,6A1,Indian tech achievers,S34003015,C1,Teachers and carers in metro suburbs,S01006514,,S02001237,,8A,Affluent communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QR,AB1  0QR,AB1 0QR,198001,199606,0,384748,800764,S00090300,8C1,Ageing industrious workers,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QS,AB1  0QS,AB1 0QS,198001,199606,0,384806,800795,S00090399,6A1,Indian tech achievers,S34003015,C1,Teachers and carers in metro suburbs,S01006514,,S02001237,,8A,Affluent communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QT,AB1  0QT,AB1 0QT,198001,199606,0,384616,800893,S00090300,8C1,Ageing industrious workers,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0QX,AB1  0QX,AB1 0QX,198001,199606,0,384709,800909,S00090399,6A1,Indian tech achievers,S34003015,C1,Teachers and carers in metro suburbs,S01006514,,S02001237,,8A,Affluent communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RA,AB1  0RA,AB1 0RA,198001,199606,0,384625,800947,S00090399,6A1,Indian tech achievers,S34003015,C1,Teachers and carers in metro suburbs,S01006514,,S02001237,,8A,Affluent communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RB,AB1  0RB,AB1 0RB,198001,199606,0,384507,801016,S00090301,6A3,Detached retirement living,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RD,AB1  0RD,AB1 0RD,198001,199606,0,384508,801111,S00090302,6A3,Detached retirement living,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RE,AB1  0RE,AB1 0RE,198001,199606,0,383944,801259,S00090294,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RF,AB1  0RF,AB1 0RF,199210,199606,0,383871,801391,S00090296,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RH,AB1  0RH,AB1 0RH,198001,199606,0,383902,801270,S00090294,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RJ,AB1  0RJ,AB1 0RJ,198001,199606,0,384609,801080,S00090301,6A3,Detached retirement living,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RL,AB1  0RL,AB1 0RL,198001,199606,0,384513,801078,S00090302,6A3,Detached retirement living,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RN,AB1  0RN,AB1 0RN,198001,199606,0,384308,800972,S00090895,8A2,Industrious hardship,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RP,AB1  0RP,AB1 0RP,198001,199606,0,384453,800914,S00090894,8C1,Ageing industrious workers,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RQ,AB1  0RQ,AB1 0RQ,198001,199606,0,384510,800868,S00090894,8C1,Ageing industrious workers,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RR,AB1  0RR,AB1 0RR,198001,199606,0,384108,800589,S00090285,5B3,Self-sufficient retirement,S34002978,F3,Rural with mining or quarrying,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RS,AB1  0RS,AB1 0RS,198001,199606,0,384091,800634,S00090285,5B3,Self-sufficient retirement,S34002978,F3,Rural with mining or quarrying,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RT,AB1  0RT,AB1 0RT,198001,199606,0,384092,800725,S00090285,5B3,Self-sufficient retirement,S34002978,F3,Rural with mining or quarrying,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RU,AB1  0RU,AB1 0RU,198001,199606,0,383850,801253,S00090296,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RW,AB1  0RW,AB1 0RW,198001,199606,0,383794,801267,S00090296,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RX,AB1  0RX,AB1 0RX,198001,199606,0,384153,800844,S00090380,6A4,Ageing in suburbia,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RY,AB1  0RY,AB1 0RY,198001,199606,0,383835,801314,S00090296,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0RZ,AB1  0RZ,AB1 0RZ,198001,199606,0,383916,801335,S00090296,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SA,AB1  0SA,AB1 0SA,198001,199606,0,383999,800762,S00090291,7C3,Outer city hardship,S34003124,D1,Non-metropolitan suburban areas,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SB,AB1  0SB,AB1 0SB,198001,199606,0,383973,800696,S00090291,7C3,Outer city hardship,S34003124,D1,Non-metropolitan suburban areas,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SD,AB1  0SD,AB1 0SD,198001,199606,0,383985,800807,S00090292,7D3,Retired communal city dwellers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SE,AB1  0SE,AB1 0SE,198001,199606,0,383806,801274,S00090296,8B2,Hard pressed rented terraces,S34002990,D1,Non-metropolitan suburban areas,S01006507,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SF,AB1  0SF,AB1 0SF,198001,199606,0,383894,800793,S00090386,5B1,Delayed retirement,S34003124,D1,Non-metropolitan suburban areas,S01006509,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SG,AB1  0SG,AB1 0SG,199006,199606,0,383925,800674,S00090291,7C3,Outer city hardship,S34003124,D1,Non-metropolitan suburban areas,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SH,AB1  0SH,AB1 0SH,198001,199606,0,384062,800956,S00090292,7D3,Retired communal city dwellers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SJ,AB1  0SJ,AB1 0SJ,198001,199606,0,384080,800875,S00090379,8C3,Renting hard-pressed workers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SL,AB1  0SL,AB1 0SL,198001,199606,0,384058,800889,S00090292,7D3,Retired communal city dwellers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SN,AB1  0SN,AB1 0SN,198001,199606,0,384138,800966,S00090379,8C3,Renting hard-pressed workers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SP,AB1  0SP,AB1 0SP,198001,199606,0,384215,801002,S00090297,8A2,Industrious hardship,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SQ,AB1  0SQ,AB1 0SQ,198001,199606,0,384205,801121,S00090297,8A2,Industrious hardship,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SR,AB1  0SR,AB1 0SR,198001,199606,0,384226,801098,S00090297,8A2,Industrious hardship,S34003015,C1,Teachers and carers in metro suburbs,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SS,AB1  0SS,AB1 0SS,198001,199606,0,384362,801041,S00090895,8A2,Industrious hardship,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0ST,AB1  0ST,AB1 0ST,198001,199606,0,384264,801060,S00090895,8A2,Industrious hardship,S34003015,C1,Teachers and carers in metro suburbs,S01006511,,S02001236,,8B,Ageing suburbanites,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SU,AB1  0SU,AB1 0SU,199405,199606,0,383842,800788,S00090286,7A2,Hampered aspiration,S34003124,D1,Non-metropolitan suburban areas,S01006506,,S02001236,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0SX,AB1  0SX,AB1 0SX,198001,199606,0,384068,801031,S00090379,8C3,Renting hard-pressed workers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0TA,AB1  0TA,AB1 0TA,198001,199606,0,384047,801067,S00090379,8C3,Renting hard-pressed workers,S34003124,D1,Non-metropolitan suburban areas,S01006510,,S02001236,,5A,Ageing urban communities,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 0TB,AB1  0TB,AB1 0TB,198001,199606,0,383975,801070,S00090893,5B3,Self-sufficient retirement,S34003124,D1,Non-metropolitan suburban areas,S01006509,,S02001236,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
